AwayTeam,AwayGoals,AwayShotsOnTarget,HomeTeam,HomeGoals,HomeShotsOnTarget,FullTimeResult,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamLossStreak,AwayTeamLossStreak
Kortrijk,2.0,8.0,Antwerp,4.0,7.0,H,8,3,8,3
Standard,0.0,4.0,Mouscron,1.0,0.0,H,9,6,9,6
Waregem,0.0,1.0,Club Brugge,3.0,8.0,H,21,6,21,6
Mechelen,1.0,2.0,Anderlecht,1.0,3.0,D,15,5,15,5
Cercle Brugge,0.0,1.0,Genk,2.0,8.0,H,8,3,8,3
Oostende,0.0,3.0,Gent,1.0,2.0,H,12,3,12,3
Club Brugge,1.0,2.0,Charleroi,1.0,3.0,D,7,6,7,6
Club Brugge,4.0,5.0,Gent,0.0,2.0,A,12,6,12,6
Standard,2.0,5.0,Genk,2.0,5.0,D,8,6,8,6
Oostende,1.0,5.0,Mouscron,0.0,2.0,A,9,3,9,3
Kortrijk,0.0,0.0,Eupen,2.0,8.0,H,2,3,2,3
Antwerp,2.0,2.0,Club Brugge,0.0,4.0,A,21,6,21,6
Oud-Heverlee Leuven,2.0,4.0,Mechelen,2.0,8.0,D,6,2,6,2
Waregem,1.0,1.0,Anderlecht,4.0,11.0,H,15,6,15,6
Cercle Brugge,0.0,3.0,Gent,1.0,5.0,H,12,3,12,3
Waasland-Beveren,2.0,7.0,Oostende,0.0,6.0,A,5,3,5,3
Mechelen,1.0,6.0,St Truiden,2.0,3.0,H,5,5,5,5
Club Brugge,2.0,3.0,Kortrijk,1.0,5.0,A,5,6,5,6
Beerschot VA,1.0,1.0,Cercle Brugge,2.0,3.0,H,6,4,6,4
Gent,1.0,4.0,Standard,2.0,4.0,H,12,6,12,6
Mouscron,1.0,4.0,Charleroi,1.0,6.0,D,7,2,7,2
Genk,3.0,8.0,Oud-Heverlee Leuven,2.0,7.0,A,4,7,4,7
Eupen,1.0,8.0,Waregem,2.0,10.0,H,9,4,9,4
Anderlecht,4.0,8.0,Antwerp,1.0,4.0,A,8,12,8,12
St Truiden,4.0,8.0,Waasland-Beveren,2.0,6.0,A,3,3,3,3
Charleroi,1.0,3.0,Beerschot VA,2.0,4.0,H,5,4,5,4
Standard,4.0,6.0,Eupen,0.0,3.0,A,2,6,2,6
Oud-Heverlee Leuven,0.0,2.0,Cercle Brugge,3.0,6.0,H,6,2,6,2
Waregem,2.0,5.0,Mechelen,4.0,12.0,H,6,6,6,6
Charleroi,0.0,2.0,Gent,4.0,8.0,H,12,4,12,4
St Truiden,0.0,2.0,Genk,4.0,8.0,H,8,3,8,3
Kortrijk,4.0,9.0,Waasland-Beveren,3.0,5.0,A,3,3,3,3
Club Brugge,1.0,3.0,Anderlecht,2.0,3.0,H,15,6,15,6
Oostende,2.0,7.0,Beerschot VA,1.0,3.0,A,5,3,5,3
Antwerp,3.0,6.0,Mouscron,2.0,8.0,A,9,6,9,6
Eupen,3.0,5.0,Charleroi,2.0,8.0,A,7,4,7,4
Genk,2.0,9.0,Antwerp,3.0,9.0,H,8,7,8,7
Mouscron,2.0,5.0,Club Brugge,4.0,7.0,H,21,2,21,2
Mechelen,4.0,11.0,Kortrijk,1.0,3.0,A,5,5,5,5
Cercle Brugge,1.0,5.0,Oostende,1.0,5.0,D,5,3,5,3
Waasland-Beveren,2.0,9.0,Oud-Heverlee Leuven,1.0,2.0,A,4,3,4,3
Anderlecht,1.0,4.0,St Truiden,0.0,1.0,A,5,12,5,12
Beerschot VA,0.0,3.0,Standard,3.0,10.0,H,12,4,12,4
Gent,7.0,7.0,Waregem,2.0,4.0,A,9,6,9,6
Gent,2.0,9.0,Standard,2.0,3.0,D,12,6,12,6
Eupen,1.0,7.0,Charleroi,3.0,5.0,H,7,4,7,4
Oud-Heverlee Leuven,2.0,6.0,Kortrijk,0.0,2.0,A,5,2,5,2
Seraing,0.0,0.0,Waregem,2.0,8.0,H,9,2,9,2
St. Gilloise,1.0,3.0,St Truiden,1.0,3.0,D,5,7,5,7
Genk,2.0,10.0,Club Brugge,3.0,5.0,H,21,7,21,7
Antwerp,2.0,3.0,Mechelen,0.0,2.0,A,6,6,6,6
Oostende,0.0,1.0,Anderlecht,2.0,3.0,H,15,3,15,3
Cercle Brugge,0.0,0.0,Westerlo,2.0,8.0,H,5,3,5,3
Charleroi,0.0,4.0,St. Gilloise,1.0,6.0,H,8,4,8,4
Anderlecht,0.0,0.0,Cercle Brugge,1.0,5.0,H,6,12,6,12
Mechelen,1.0,7.0,Oostende,2.0,7.0,H,5,5,5,5
Westerlo,0.0,0.0,Oud-Heverlee Leuven,2.0,5.0,H,4,3,4,3
St Truiden,1.0,7.0,Gent,1.0,4.0,D,12,3,12,3
Standard,1.0,2.0,Genk,3.0,5.0,H,8,6,8,6
Club Brugge,1.0,5.0,Eupen,2.0,6.0,H,2,6,2,6
Kortrijk,1.0,3.0,Seraing,0.0,4.0,A,1,3,1,3
Waregem,0.0,4.0,Antwerp,1.0,7.0,H,8,6,8,6
Waregem,1.0,4.0,Club Brugge,1.0,7.0,D,21,6,21,6
Eupen,2.0,5.0,Genk,4.0,14.0,H,8,4,8,4
Oostende,3.0,6.0,Charleroi,1.0,3.0,A,7,3,7,3
St Truiden,0.0,2.0,Kortrijk,0.0,4.0,D,5,3,5,3
St. Gilloise,0.0,2.0,Mechelen,3.0,4.0,H,6,7,6,7
Cercle Brugge,0.0,3.0,Standard,2.0,7.0,H,12,3,12,3
Westerlo,1.0,3.0,Gent,2.0,5.0,H,12,3,12,3
Seraing,1.0,2.0,Anderlecht,3.0,6.0,H,15,2,15,2
Oud-Heverlee Leuven,2.0,4.0,Antwerp,4.0,4.0,H,8,2,8,2
Gent,3.0,7.0,Oostende,1.0,2.0,A,5,6,5,6
Standard,2.0,6.0,Westerlo,4.0,5.0,H,5,6,5,6
Mechelen,0.0,4.0,Cercle Brugge,0.0,2.0,D,6,5,6,5
Charleroi,1.0,5.0,Seraing,0.0,3.0,A,1,4,1,4
Kortrijk,1.0,2.0,St. Gilloise,2.0,9.0,H,8,3,8,3
Anderlecht,3.0,7.0,St Truiden,0.0,6.0,A,5,12,5,12
Antwerp,1.0,3.0,Eupen,0.0,5.0,A,2,6,2,6
Club Brugge,3.0,6.0,Oud-Heverlee Leuven,0.0,2.0,A,4,6,4,6
Genk,4.0,6.0,Waregem,1.0,6.0,A,9,7,9,7
Seraing,3.0,7.0,Eupen,1.0,5.0,A,2,2,2,2
St Truiden,1.0,3.0,Oostende,0.0,6.0,A,5,3,5,3
Cercle Brugge,1.0,2.0,Genk,2.0,5.0,H,8,3,8,3
Kortrijk,1.0,2.0,Club Brugge,2.0,12.0,H,21,3,21,3
Charleroi,3.0,6.0,Waregem,1.0,4.0,A,9,4,9,4
Oud-Heverlee Leuven,3.0,5.0,Standard,1.0,8.0,A,12,2,12,2
Westerlo,4.0,8.0,Mechelen,5.0,7.0,H,6,3,6,3
Club Brugge,3.0,6.0,Charleroi,1.0,6.0,A,7,6,7,6
Genk,4.0,4.0,Seraing,0.0,3.0,A,1,7,1,7
Waregem,1.0,4.0,Cercle Brugge,1.0,6.0,D,6,6,6,6
Oostende,1.0,5.0,Oud-Heverlee Leuven,2.0,6.0,H,4,3,4,3
Mechelen,1.0,2.0,St Truiden,3.0,4.0,H,5,5,5,5
Antwerp,2.0,4.0,Gent,1.0,4.0,A,12,6,12,6
Standard,1.0,5.0,Kortrijk,0.0,2.0,A,5,6,5,6
Anderlecht,1.0,5.0,St. Gilloise,2.0,6.0,H,8,12,8,12
Eupen,1.0,2.0,Westerlo,0.0,5.0,A,5,4,5,4
St. Gilloise,2.0,3.0,Antwerp,4.0,4.0,H,8,7,8,7
Gent,1.0,5.0,Anderlecht,0.0,1.0,A,15,6,15,6
Cercle Brugge,0.0,2.0,Club Brugge,4.0,4.0,H,21,3,21,3
St Truiden,0.0,3.0,Genk,0.0,4.0,D,8,3,8,3
Kortrijk,1.0,3.0,Eupen,0.0,5.0,A,2,3,2,3
Seraing,3.0,2.0,Mechelen,2.0,5.0,A,6,2,6,2
Oostende,0.0,5.0,Standard,1.0,5.0,H,12,3,12,3
Oud-Heverlee Leuven,2.0,4.0,Anderlecht,2.0,6.0,D,15,2,15,2
Westerlo,0.0,3.0,Antwerp,3.0,3.0,H,8,3,8,3
Gent,1.0,1.0,Charleroi,2.0,7.0,H,7,6,7,6
St. Gilloise,3.0,4.0,Waregem,1.0,1.0,A,9,7,9,7
Standard,2.0,2.0,St Truiden,1.0,5.0,A,5,6,5,6
Mechelen,4.0,5.0,Kortrijk,1.0,3.0,A,5,5,5,5
Eupen,0.0,3.0,Oostende,1.0,5.0,H,5,4,5,4
Club Brugge,2.0,4.0,Seraing,0.0,1.0,A,1,6,1,6
Charleroi,2.0,5.0,Oud-Heverlee Leuven,3.0,4.0,H,4,4,4,4
Anderlecht,1.0,3.0,Westerlo,2.0,6.0,H,5,12,5,12
Antwerp,2.0,4.0,Cercle Brugge,0.0,6.0,A,6,6,6,6
Genk,2.0,4.0,St. Gilloise,1.0,3.0,A,8,7,8,7
Waregem,0.0,1.0,Gent,2.0,6.0,H,12,6,12,6
Seraing,1.0,2.0,Antwerp,2.0,4.0,H,8,2,8,2
Oud-Heverlee Leuven,0.0,1.0,Mechelen,0.0,2.0,D,6,2,6,2
Oostende,2.0,7.0,Cercle Brugge,2.0,6.0,D,6,3,6,3
St Truiden,3.0,8.0,Waregem,0.0,2.0,A,9,3,9,3
Westerlo,3.0,3.0,Charleroi,2.0,4.0,A,7,3,7,3
Gent,0.0,0.0,Genk,1.0,6.0,H,8,6,8,6
St. Gilloise,2.0,3.0,Eupen,1.0,4.0,A,2,7,2,7
Club Brugge,0.0,1.0,Standard,3.0,6.0,H,12,6,12,6
Kortrijk,1.0,3.0,Anderlecht,4.0,5.0,H,15,3,15,3
Seraing,2.0,3.0,Standard,0.0,3.0,A,12,2,12,2
St. Gilloise,3.0,6.0,Oud-Heverlee Leuven,0.0,2.0,A,4,7,4,7
Genk,2.0,5.0,Oostende,1.0,7.0,A,5,7,5,7
Waregem,0.0,3.0,Westerlo,2.0,4.0,H,5,6,5,6
Mechelen,0.0,2.0,Club Brugge,3.0,10.0,H,21,5,21,5
Charleroi,1.0,2.0,Anderlecht,0.0,8.0,A,15,4,15,4
Cercle Brugge,4.0,5.0,Gent,3.0,7.0,A,12,3,12,3
Antwerp,1.0,5.0,Kortrijk,2.0,4.0,H,5,6,5,6
Eupen,1.0,4.0,St Truiden,0.0,6.0,A,5,4,5,4
St Truiden,0.0,3.0,Antwerp,2.0,4.0,H,8,3,8,3
Kortrijk,1.0,2.0,Genk,2.0,7.0,H,8,3,8,3
Oostende,1.0,2.0,Seraing,1.0,2.0,D,1,3,1,3
Oud-Heverlee Leuven,5.0,7.0,Waregem,2.0,2.0,A,9,2,9,2
Westerlo,2.0,5.0,Club Brugge,0.0,12.0,A,21,3,21,3
Anderlecht,3.0,7.0,Mechelen,1.0,3.0,A,6,12,6,12
Gent,4.0,6.0,Eupen,0.0,1.0,A,2,6,2,6
Standard,1.0,1.0,Charleroi,0.0,3.0,A,7,6,7,6
Cercle Brugge,1.0,5.0,St. Gilloise,2.0,7.0,H,8,3,8,3
Seraing,2.0,2.0,Westerlo,2.0,3.0,D,5,2,5,2
Waregem,3.0,8.0,Kortrijk,1.0,5.0,A,5,6,5,6
Eupen,1.0,2.0,Cercle Brugge,5.0,10.0,H,6,4,6,4
Charleroi,1.0,2.0,St Truiden,2.0,3.0,H,5,4,5,4
Genk,1.0,1.0,Oud-Heverlee Leuven,0.0,7.0,A,4,7,4,7
Antwerp,0.0,2.0,Standard,3.0,4.0,H,12,6,12,6
Mechelen,0.0,1.0,Gent,3.0,9.0,H,12,5,12,5
Club Brugge,1.0,4.0,Anderlecht,0.0,4.0,A,15,6,15,6
St. Gilloise,6.0,8.0,Oostende,1.0,3.0,A,5,7,5,7
Kortrijk,2.0,6.0,Charleroi,2.0,5.0,D,7,3,7,3
Oud-Heverlee Leuven,2.0,4.0,Eupen,4.0,9.0,H,2,2,2,2
Westerlo,1.0,5.0,Genk,6.0,10.0,H,8,3,8,3
Cercle Brugge,1.0,2.0,Seraing,0.0,3.0,A,1,3,1,3
Gent,0.0,2.0,St. Gilloise,2.0,3.0,H,8,6,8,6
St Truiden,0.0,2.0,Club Brugge,3.0,7.0,H,21,3,21,3
Standard,0.0,1.0,Mechelen,2.0,7.0,H,6,6,6,6
Oostende,0.0,2.0,Antwerp,3.0,4.0,H,8,3,8,3
Anderlecht,2.0,4.0,Waregem,3.0,5.0,H,9,12,9,12
Charleroi,1.0,3.0,Cercle Brugge,4.0,8.0,H,6,4,6,4
Westerlo,2.0,5.0,Kortrijk,0.0,3.0,A,5,3,5,3
Eupen,1.0,2.0,Mechelen,2.0,10.0,H,6,4,6,4
Oud-Heverlee Leuven,0.0,2.0,St Truiden,0.0,3.0,D,5,2,5,2
Club Brugge,2.0,2.0,St. Gilloise,2.0,4.0,D,8,6,8,6
Genk,3.0,5.0,Antwerp,1.0,4.0,A,8,7,8,7
Seraing,1.0,3.0,Gent,2.0,4.0,H,12,2,12,2
Anderlecht,0.0,,Standard,5.0,,H,12,12,12,12
Waregem,1.0,4.0,Oostende,2.0,5.0,H,5,6,5,6
Mechelen,1.0,5.0,Genk,3.0,6.0,H,8,5,8,5
Standard,3.0,7.0,Waregem,0.0,3.0,A,9,6,9,6
Cercle Brugge,1.0,3.0,Kortrijk,1.0,5.0,D,5,3,5,3
St Truiden,3.0,4.0,Westerlo,2.0,3.0,A,5,3,5,3
Oostende,2.0,3.0,Club Brugge,4.0,6.0,H,21,3,21,3
Eupen,2.0,2.0,Anderlecht,4.0,8.0,H,15,4,15,4
St. Gilloise,2.0,3.0,Seraing,1.0,2.0,A,1,7,1,7
Gent,1.0,4.0,Oud-Heverlee Leuven,1.0,5.0,D,4,6,4,6
Antwerp,0.0,6.0,Charleroi,1.0,3.0,H,7,6,7,6
Charleroi,1.0,2.0,Genk,4.0,8.0,H,8,4,8,4
Waregem,2.0,7.0,Mechelen,2.0,6.0,D,6,6,6,6
Oud-Heverlee Leuven,1.0,4.0,Cercle Brugge,2.0,4.0,H,6,2,6,2
St Truiden,2.0,5.0,Seraing,1.0,2.0,A,1,3,1,3
Standard,0.0,4.0,Eupen,2.0,5.0,H,2,6,2,6
Club Brugge,0.0,4.0,Gent,2.0,2.0,H,12,6,12,6
Westerlo,1.0,5.0,St. Gilloise,1.0,1.0,D,8,3,8,3
Anderlecht,0.0,1.0,Antwerp,0.0,3.0,D,8,12,8,12
Kortrijk,1.0,4.0,Oostende,3.0,9.0,H,5,3,5,3
Seraing,0.0,1.0,Oud-Heverlee Leuven,5.0,14.0,H,4,2,4,2
Oostende,0.0,0.0,Westerlo,6.0,8.0,H,5,3,5,3
Cercle Brugge,1.0,1.0,St Truiden,0.0,1.0,A,5,3,5,3
Eupen,5.0,8.0,Waregem,5.0,9.0,D,9,4,9,4
Mechelen,5.0,,Charleroi,0.0,,A,7,5,7,5
Antwerp,2.0,6.0,Club Brugge,2.0,5.0,D,21,6,21,6
St. Gilloise,3.0,7.0,Standard,2.0,5.0,A,12,7,12,7
Genk,2.0,4.0,Anderlecht,0.0,5.0,A,15,7,15,7
Gent,4.0,10.0,Kortrijk,0.0,3.0,A,5,6,5,6
Eupen,1.0,5.0,Seraing,0.0,1.0,A,1,4,1,4
Standard,0.0,0.0,Gent,0.0,5.0,D,12,6,12,6
Cercle Brugge,1.0,4.0,Mechelen,1.0,9.0,D,6,3,6,3
Oud-Heverlee Leuven,1.0,5.0,Club Brugge,1.0,7.0,D,21,2,21,2
Oostende,0.0,1.0,St. Gilloise,3.0,5.0,H,8,3,8,3
Genk,0.0,6.0,Kortrijk,1.0,8.0,H,5,7,5,7
Anderlecht,1.0,2.0,Charleroi,0.0,2.0,A,7,12,7,12
Waregem,0.0,1.0,St Truiden,2.0,6.0,H,5,6,5,6
Antwerp,3.0,7.0,Westerlo,3.0,4.0,D,5,6,5,6
St Truiden,1.0,3.0,Standard,1.0,1.0,D,12,3,12,3
Charleroi,2.0,4.0,Eupen,1.0,3.0,A,2,4,2,4
Westerlo,1.0,2.0,Cercle Brugge,0.0,5.0,A,6,3,6,3
Seraing,2.0,2.0,Oostende,1.0,3.0,A,5,2,5,2
Gent,0.0,1.0,Antwerp,2.0,5.0,H,8,6,8,6
Club Brugge,1.0,4.0,Genk,3.0,6.0,H,8,6,8,6
Mechelen,0.0,4.0,Waregem,2.0,4.0,H,9,5,9,5
St. Gilloise,3.0,10.0,Anderlecht,1.0,2.0,A,15,7,15,7
Kortrijk,3.0,6.0,Oud-Heverlee Leuven,2.0,4.0,A,4,3,4,3
Oud-Heverlee Leuven,2.0,4.0,Westerlo,1.0,4.0,A,5,2,5,2
Standard,1.0,1.0,Seraing,1.0,2.0,D,1,6,1,6
St Truiden,2.0,4.0,Eupen,0.0,3.0,A,2,3,2,3
Oostende,1.0,4.0,Mechelen,2.0,6.0,H,6,3,6,3
Waregem,0.0,1.0,Genk,1.0,3.0,H,8,6,8,6
Anderlecht,1.0,0.0,Club Brugge,1.0,6.0,D,21,12,21,12
Kortrijk,1.0,5.0,Gent,2.0,6.0,H,12,3,12,3
Antwerp,0.0,5.0,St. Gilloise,2.0,6.0,H,8,6,8,6
Cercle Brugge,1.0,3.0,Charleroi,2.0,6.0,H,7,3,7,3
Eupen,1.0,3.0,Oud-Heverlee Leuven,1.0,7.0,D,4,4,4,4
Mechelen,0.0,1.0,Standard,2.0,5.0,H,12,5,12,5
Genk,3.0,3.0,Westerlo,2.0,5.0,A,5,7,5,7
St. Gilloise,1.0,7.0,Cercle Brugge,1.0,1.0,D,6,7,6,7
Antwerp,3.0,6.0,Oostende,0.0,3.0,A,5,6,5,6
Waregem,3.0,5.0,Anderlecht,2.0,9.0,A,15,6,15,6
Seraing,2.0,7.0,Kortrijk,3.0,7.0,H,5,2,5,2
Charleroi,0.0,3.0,Gent,0.0,6.0,D,12,4,12,4
Club Brugge,1.0,4.0,St Truiden,1.0,4.0,D,5,6,5,6
Westerlo,1.0,5.0,Waregem,1.0,3.0,D,9,3,9,3
Kortrijk,2.0,3.0,Mechelen,3.0,8.0,H,6,3,6,3
Cercle Brugge,2.0,6.0,Oostende,1.0,4.0,A,5,3,5,3
Oud-Heverlee Leuven,0.0,4.0,St. Gilloise,1.0,7.0,H,8,2,8,2
Standard,1.0,3.0,Antwerp,4.0,6.0,H,8,6,8,6
Anderlecht,1.0,4.0,Seraing,0.0,4.0,A,1,12,1,12
Charleroi,2.0,3.0,Club Brugge,2.0,6.0,D,21,4,21,4
Gent,3.0,4.0,St Truiden,0.0,1.0,A,5,6,5,6
Eupen,1.0,3.0,Standard,3.0,7.0,H,12,4,12,4
Mechelen,0.0,2.0,Westerlo,2.0,8.0,H,5,5,5,5
Oostende,2.0,7.0,Kortrijk,2.0,3.0,D,5,3,5,3
St Truiden,1.0,4.0,Oud-Heverlee Leuven,1.0,5.0,D,4,3,4,3
St. Gilloise,1.0,3.0,Charleroi,0.0,1.0,A,7,7,7,7
Antwerp,0.0,4.0,Anderlecht,0.0,0.0,D,15,6,15,6
Gent,2.0,5.0,Cercle Brugge,3.0,6.0,H,6,6,6,6
Club Brugge,2.0,2.0,Waregem,1.0,4.0,A,9,6,9,6
Seraing,0.0,0.0,Genk,4.0,9.0,H,8,2,8,2
Genk,1.0,5.0,Eupen,1.0,4.0,D,2,7,2,7
Anderlecht,2.0,3.0,Oostende,0.0,4.0,A,5,12,5,12
Standard,1.0,2.0,Cercle Brugge,1.0,3.0,D,6,6,6,6
Westerlo,1.0,6.0,Eupen,1.0,3.0,D,2,3,2,3
Oud-Heverlee Leuven,1.0,5.0,Seraing,2.0,4.0,H,1,2,1,2
Kortrijk,0.0,4.0,St Truiden,1.0,2.0,H,5,3,5,3
Club Brugge,0.0,1.0,Antwerp,0.0,2.0,D,8,6,8,6
Charleroi,2.0,8.0,Mechelen,2.0,7.0,D,6,4,6,4
Genk,3.0,5.0,Gent,2.0,6.0,A,12,7,12,7
Waregem,0.0,1.0,St. Gilloise,4.0,8.0,H,8,6,8,6
Cercle Brugge,0.0,5.0,Oud-Heverlee Leuven,0.0,1.0,D,4,3,4,3
St. Gilloise,1.0,2.0,Club Brugge,1.0,4.0,D,21,7,21,7
Mechelen,1.0,4.0,Eupen,2.0,3.0,H,2,5,2,5
Gent,3.0,9.0,Westerlo,3.0,5.0,D,5,6,5,6
Seraing,0.0,1.0,Charleroi,3.0,4.0,H,7,2,7,2
Antwerp,1.0,3.0,Genk,0.0,3.0,A,8,6,8,6
St Truiden,1.0,2.0,Anderlecht,3.0,9.0,H,15,3,15,3
Kortrijk,2.0,4.0,Standard,0.0,1.0,A,12,3,12,3
Oostende,1.0,3.0,Waregem,1.0,2.0,D,9,3,9,3
Genk,2.0,3.0,Mechelen,2.0,5.0,D,6,7,6,7
Eupen,0.0,0.0,Antwerp,2.0,2.0,H,8,4,8,4
Charleroi,0.0,3.0,Oostende,0.0,6.0,D,5,4,5,4
Waregem,1.0,3.0,Seraing,1.0,2.0,D,1,6,1,6
Standard,4.0,6.0,St. Gilloise,2.0,6.0,A,8,6,8,6
Club Brugge,2.0,5.0,Cercle Brugge,2.0,10.0,D,6,6,6,6
Oud-Heverlee Leuven,0.0,4.0,Gent,2.0,6.0,H,12,2,12,2
Anderlecht,2.0,5.0,Kortrijk,2.0,7.0,D,5,12,5,12
Westerlo,1.0,3.0,St Truiden,0.0,1.0,A,5,3,5,3
Kortrijk,3.0,5.0,Waregem,3.0,4.0,D,9,3,9,3
Mechelen,2.0,4.0,Seraing,0.0,0.0,A,1,5,1,5
Cercle Brugge,2.0,4.0,Eupen,2.0,3.0,D,2,3,2,3
Oostende,0.0,4.0,Genk,3.0,5.0,H,8,3,8,3
St. Gilloise,2.0,8.0,Westerlo,4.0,6.0,H,5,7,5,7
Gent,0.0,2.0,Club Brugge,2.0,6.0,H,21,6,21,6
Antwerp,1.0,4.0,Oud-Heverlee Leuven,1.0,4.0,D,4,6,4,6
Standard,2.0,4.0,Anderlecht,2.0,7.0,D,15,6,15,6
St Truiden,0.0,2.0,Charleroi,1.0,7.0,H,7,3,7,3
Club Brugge,0.0,3.0,Oostende,3.0,6.0,H,5,6,5,6
Charleroi,1.0,6.0,Kortrijk,0.0,3.0,A,5,4,5,4
Seraing,1.0,2.0,Cercle Brugge,3.0,7.0,H,6,2,6,2
Waregem,2.0,4.0,Oud-Heverlee Leuven,4.0,8.0,H,4,6,4,6
Westerlo,0.0,0.0,Standard,2.0,5.0,H,12,3,12,3
Genk,2.0,5.0,St Truiden,2.0,4.0,D,5,7,5,7
Mechelen,0.0,5.0,Antwerp,5.0,10.0,H,8,5,8,5
Anderlecht,0.0,3.0,Gent,1.0,5.0,H,12,12,12,12
Eupen,1.0,3.0,St. Gilloise,2.0,6.0,H,8,4,8,4
Oud-Heverlee Leuven,1.0,2.0,Charleroi,0.0,5.0,A,7,2,7,2
St Truiden,0.0,1.0,Mechelen,1.0,4.0,H,6,3,6,3
Oostende,4.0,9.0,Eupen,4.0,10.0,D,2,3,2,3
Kortrijk,1.0,6.0,Westerlo,3.0,7.0,H,5,3,5,3
Antwerp,2.0,5.0,Seraing,0.0,1.0,A,1,6,1,6
Standard,0.0,4.0,Club Brugge,2.0,4.0,H,21,6,21,6
Gent,6.0,8.0,Waregem,2.0,4.0,A,9,6,9,6
St. Gilloise,2.0,5.0,Genk,1.0,6.0,A,8,7,8,7
Cercle Brugge,0.0,2.0,Anderlecht,2.0,9.0,H,15,3,15,3
Genk,1.0,2.0,Cercle Brugge,1.0,4.0,D,6,7,6,7
Club Brugge,0.0,3.0,Kortrijk,1.0,6.0,H,5,6,5,6
Westerlo,2.0,2.0,Oostende,1.0,12.0,A,5,3,5,3
Seraing,1.0,1.0,St Truiden,2.0,7.0,H,5,2,5,2
Waregem,2.0,5.0,Standard,2.0,8.0,D,12,6,12,6
Charleroi,1.0,2.0,Antwerp,0.0,8.0,A,8,4,8,4
Anderlecht,2.0,5.0,Oud-Heverlee Leuven,0.0,5.0,A,4,12,4,12
Mechelen,1.0,1.0,St. Gilloise,2.0,6.0,H,8,5,8,5
Eupen,0.0,3.0,Gent,3.0,5.0,H,12,4,12,4
Antwerp,2.0,5.0,Waregem,0.0,3.0,A,9,6,9,6
Kortrijk,0.0,4.0,Cercle Brugge,2.0,6.0,H,6,3,6,3
Gent,5.0,10.0,Seraing,0.0,0.0,A,1,6,1,6
Charleroi,3.0,5.0,Westerlo,2.0,7.0,A,5,4,5,4
Standard,3.0,7.0,Oostende,1.0,4.0,A,5,6,5,6
Oud-Heverlee Leuven,1.0,5.0,Genk,2.0,8.0,H,8,2,8,2
Anderlecht,1.0,4.0,Eupen,0.0,1.0,A,2,12,2,12
Club Brugge,3.0,5.0,Mechelen,0.0,1.0,A,6,6,6,6
St Truiden,1.0,1.0,St. Gilloise,2.0,7.0,H,8,3,8,3
Seraing,0.0,0.0,Club Brugge,2.0,11.0,H,21,2,21,2
Eupen,0.0,3.0,Kortrijk,0.0,1.0,D,5,4,5,4
Mechelen,1.0,6.0,Oud-Heverlee Leuven,4.0,11.0,H,4,5,4,5
Waregem,2.0,5.0,Charleroi,3.0,8.0,H,7,6,7,6
St. Gilloise,1.0,3.0,Gent,1.0,3.0,D,12,7,12,7
Westerlo,0.0,6.0,Anderlecht,0.0,2.0,D,15,3,15,3
Cercle Brugge,1.0,4.0,Antwerp,2.0,4.0,H,8,3,8,3
Genk,0.0,7.0,Standard,2.0,4.0,H,12,7,12,7
Oostende,0.0,4.0,St Truiden,5.0,11.0,H,5,3,5,3
Charleroi,1.0,5.0,Standard,3.0,6.0,H,12,4,12,4
Waregem,5.0,9.0,Eupen,1.0,3.0,A,2,6,2,6
St Truiden,1.0,1.0,Cercle Brugge,3.0,5.0,H,6,3,6,3
Oud-Heverlee Leuven,4.0,8.0,Oostende,0.0,3.0,A,5,2,5,2
Club Brugge,0.0,10.0,Westerlo,0.0,1.0,D,5,6,5,6
Anderlecht,2.0,6.0,Genk,5.0,9.0,H,8,12,8,12
Gent,1.0,5.0,Mechelen,1.0,1.0,D,6,6,6,6
Kortrijk,0.0,2.0,Antwerp,1.0,3.0,H,8,3,8,3
Seraing,1.0,2.0,St. Gilloise,2.0,8.0,H,8,2,8,2
Westerlo,1.0,1.0,Seraing,1.0,4.0,D,1,3,1,3
Antwerp,1.0,4.0,St Truiden,0.0,0.0,A,5,6,5,6
Mechelen,3.0,7.0,Anderlecht,2.0,9.0,A,15,5,15,5
Genk,2.0,2.0,Charleroi,2.0,6.0,D,7,7,7,7
Eupen,0.0,0.0,Club Brugge,7.0,13.0,H,21,4,21,4
Oostende,2.0,6.0,Gent,1.0,4.0,A,12,3,12,3
St. Gilloise,4.0,8.0,Kortrijk,2.0,5.0,A,5,7,5,7
Standard,2.0,5.0,Oud-Heverlee Leuven,3.0,5.0,H,4,6,4,6
Cercle Brugge,3.0,8.0,Waregem,2.0,3.0,A,9,3,9,3
Club Brugge,1.0,,St Truiden,2.0,,H,5,6,5,6
Oud-Heverlee Leuven,1.0,,Genk,3.0,,H,8,2,8,2
Standard,1.0,,Kortrijk,2.0,,H,5,6,5,6
Mechelen,1.0,,Oostende,3.0,,H,5,5,5,5
Lokeren,1.0,,Waregem,3.0,,H,9,4,9,4
Waasland-Beveren,2.0,,Anderlecht,3.0,,H,15,3,15,3
Mouscron-Peruwelz,1.0,,Charleroi,2.0,,H,7,2,7,2
Gent,1.0,,Westerlo,1.0,,D,5,6,5,6
Genk,0.0,,Gent,1.0,,H,12,7,12,7
Mechelen,0.0,,Club Brugge,3.0,,H,21,5,21,5
